,date,price,level,levels,rooms,area,kitchen_area,geo_lat,geo_lon,building_type,object_type,postal_code,street_id,id_region,house_id
11039620,2021-12-16,4000000,4,5,3,64.3,8.7,63.5676627,53.6692965,0,0,169313.0,468698.0,11,1745067.0
3207337,2021-04-20,15199000,1,8,2,56.0,8.0,55.8050933,37.5396735,4,0,125319.0,201976.0,77,913156.0
6428026,2021-08-02,3450000,4,14,2,45.8,8.6,56.0177507,92.7724342,1,2,660062.0,492005.0,24,1035391.0
4349326,2021-05-30,5200000,2,4,1,28.0,6.0,43.6202788,39.7157385,0,0,354008.0,254677.0,23,619249.0
7522190,2021-09-02,27970000,12,25,4,153.0,16.0,60.028928,30.330502,0,0,194354.0,465489.0,78,1170480.0
8174592,2021-09-22,8200000,2,2,3,85.0,0.0,44.5558892,38.0924689,0,0,353475.0,585922.0,23,735154.0
7021094,2021-08-19,4800000,12,12,1,43.96,15.0,43.6674545,39.6522218,0,2,354207.0,374089.0,23,763350.0
6346029,2021-07-30,1690000,4,4,2,43.0,-100.0,54.6002733,53.6873726,0,0,452751.0,279259.0,2,1343886.0
3957247,2021-05-17,4300000,7,11,1,41.0,9.0,44.9097733,34.0777271,0,0,,373720.0,91,1456705.0
250052,2021-01-18,6150000,4,9,2,62.0,11.4,54.95993,20.475354,0,2,238326.0,,39,
4742453,2021-06-13,6500000,12,12,3,76.0,0.0,52.2333149,104.2765171,4,0,664017.0,574316.0,38,922704.0
5110486,2021-06-27,1350000,9,10,1,33.0,9.5,55.1464851,61.4330671,2,0,454108.0,369769.0,74,1301464.0
10294529,2021-11-24,7400000,9,25,2,64.0,-100.0,61.2731843,73.3519575,0,0,628415.0,544994.0,86,2513028.0
1312238,2021-02-23,4000000,12,17,3,82.4,11.1,58.12693,56.388454,4,0,614026.0,,59,
6883001,2021-08-15,3000000,9,10,2,54.0,-100.0,56.078196,54.231797,0,0,452687.0,,2,
11219844,2021-12-23,2400000,1,12,2,41.9,5.0,52.5997426,39.5844209,0,0,398059.0,,48,
7965994,2021-09-15,3600000,1,9,1,41.0,12.0,55.4045409,86.1303662,0,0,650061.0,,42,
855472,2021-02-09,3099000,2,5,-1,25.4,5.0,59.798472,30.3317334,3,2,196140.0,349079.0,78,1427199.0
4286500,2021-05-27,4300000,2,9,3,62.1,0.0,55.4045409,86.1303662,2,0,650061.0,116950.0,42,1888612.0
10370817,2021-11-26,6700000,3,3,2,49.0,7.0,55.5125,37.76398,0,0,142712.0,263592.0,50,1952529.0
5723665,2021-07-11,3700000,8,9,1,36.5,15.8,57.0930978,65.635006,4,0,625053.0,211559.0,72,1878767.0
9759554,2021-11-09,3644112,13,20,-1,24.49,0.0,55.8705201,49.2312746,0,2,420075.0,403617.0,16,2053363.0
9241408,2021-10-24,6100000,8,27,1,32.0,11.8,60.0692037,30.3124716,0,0,194356.0,504235.0,78,1611521.0
4060506,2021-05-20,1800000,3,16,-1,28.5,6.0,58.223577,68.302145,4,0,626150.0,,72,2553835.0
3028366,2021-04-15,6097000,11,12,2,62.22,22.9,59.79048,30.166227,0,2,188508.0,,47,2314406.0
9786472,2021-11-10,3770000,8,10,1,44.6,14.4,57.166679,65.6379784,3,2,625015.0,239130.0,72,1716473.0
10328185,2021-11-25,3840000,13,13,1,29.0,10.4,57.1464778,65.5890276,0,2,625023.0,,72,
5193717,2021-06-29,1700000,2,2,1,37.0,9.0,56.100495,40.364153,0,0,600033.0,,33,
11025757,2021-12-16,7900000,7,13,1,45.0,17.2,60.0154237,30.2307163,0,0,197373.0,359204.0,78,1439313.0
10654171,2021-12-06,4098000,10,15,2,68.0,14.8,43.315782,45.687076,0,2,364024.0,,20,
6721738,2021-08-11,5500000,10,12,2,50.0,-100.0,43.583668,39.718258,0,0,354000.0,496933.0,23,1694047.0
3550032,2021-05-01,3390000,14,16,2,37.18,0.0,57.1529744,65.5344099,0,2,625000.0,,72,900613.0
6560804,2021-08-05,4855680,2,16,1,42.0,18.8,56.8385216,60.6054911,0,2,620066.0,369211.0,66,2385185.0
9620337,2021-11-04,7250000,9,16,2,65.0,15.5,44.6734796,37.7689778,0,2,,240026.0,23,1860883.0
1111790,2021-02-17,6364434,13,25,2,50.9,0.0,55.6437604,37.9442386,0,2,140072.0,571475.0,50,2255297.0
5214234,2021-06-30,6800000,5,16,3,70.0,9.0,56.2863133,44.0651614,4,0,603087.0,384076.0,52,926770.0
2859084,2021-04-09,4200000,11,16,2,62.0,11.0,45.010433,39.070427,0,0,350061.0,459181.0,23,2312539.0
3317519,2021-04-23,16098150,14,14,2,53.5,17.4,55.7442181,37.4075014,2,2,121552.0,283639.0,77,2634232.0
5563097,2021-07-06,4499000,1,10,3,84.0,14.0,47.2851197,39.7572773,0,0,,423347.0,61,2642452.0
7273462,2021-08-26,2400000,1,3,3,53.0,7.6,55.3440876,86.0659616,0,0,650025.0,514535.0,42,1804460.0
5503345,2021-07-05,6390000,11,17,3,72.0,0.0,61.2529322,73.4502373,2,0,628406.0,387561.0,86,2367044.0
2419515,2021-03-29,780000,4,4,2,30.4,0.0,57.4190496,56.9654941,4,0,617472.0,159911.0,59,1259297.0
4202241,2021-05-24,5500000,8,10,2,55.0,8.0,55.0758372,82.9794791,4,0,630084.0,426045.0,54,860889.0
2108028,2021-03-19,47033528,16,41,2,82.0,7.6,55.792108,37.540748,0,0,125167.0,158799.0,77,1791775.0
1199712,2021-02-19,4000000,15,17,1,45.0,12.0,50.5807359,36.5582115,4,0,308027.0,222682.0,31,2108702.0
3288552,2021-04-22,4000000,5,10,1,39.0,21.0,57.151583,65.568643,0,0,625048.0,,72,
6343456,2021-07-30,2400000,2,2,3,55.0,7.0,47.2662393,39.7884116,4,0,344020.0,159073.0,61,1732931.0
5671939,2021-07-09,1450000,1,10,1,45.0,10.0,51.5013208,45.944071,0,2,410015.0,540759.0,64,2521418.0
1906961,2021-03-14,2100000,1,1,3,60.0,0.0,55.3365473,86.125008,4,0,650036.0,568130.0,42,1644260.0
2077797,2021-03-18,6649304,3,13,1,41.39,13.0,60.0154237,30.2307163,0,2,197373.0,359204.0,78,1439313.0
10849797,2021-12-11,1350000,1,5,1,18.0,0.0,55.9953858,92.8151795,4,0,660058.0,581364.0,24,850606.0
4444755,2021-06-02,7000000,7,7,3,144.0,19.0,56.941694,41.062261,0,0,153511.0,,37,
8125435,2021-09-21,2139090,10,10,1,39.0,8.1,53.37778,50.176101,0,2,443048.0,,63,
9675523,2021-11-07,5640000,5,16,3,73.18,0.0,57.1529744,65.5344099,3,2,625041.0,491024.0,72,2722832.0
2059343,2021-03-18,3462984,14,17,2,60.23,0.0,53.2687161,34.3471268,0,2,241001.0,291344.0,32,2242428.0
3026200,2021-04-14,1100000,1,5,2,46.0,0.0,58.106638,57.808035,0,0,618909.0,,59,
7631267,2021-09-06,4250000,4,9,2,67.5,0.0,51.772418,39.19134,0,2,396005.0,,36,
1564551,2021-03-01,3550000,7,27,1,46.3,19.0,56.899965,60.596343,3,2,620012.0,,66,
5384855,2021-07-03,5228254,3,17,2,52.27,0.0,55.5975598,37.881307,0,2,140082.0,233312.0,50,727794.0
2023288,2021-03-17,5400000,4,6,-1,25.0,-100.0,43.6348492,39.730861,3,0,354068.0,132930.0,23,2079953.0
1037070,2021-02-15,10321550,9,17,3,102.7,11.0,55.5926383,37.2069226,3,0,108809.0,328577.0,50,1918817.0
3814278,2021-05-12,4745200,2,17,4,81.9,0.0,56.852738,53.2114896,0,2,426000.0,,18,1709740.0
3691020,2021-05-08,3700000,3,10,1,41.0,12.0,56.7962034,60.5151356,3,0,620105.0,377134.0,66,1969514.0
1987503,2021-03-16,2300000,3,8,-1,27.0,0.0,53.374676,83.7551646,0,0,656037.0,443846.0,22,925134.0
1154170,2021-02-18,2950000,1,5,2,45.2,5.9,50.577301,36.5695828,4,0,308024.0,316154.0,31,1318159.0
807550,2021-02-08,17263000,17,19,1,53.3,16.8,55.7198785,37.6561376,3,2,115280.0,317583.0,77,1389609.0
3366051,2021-04-26,2400000,1,4,2,47.0,6.0,52.3896023,104.1366999,0,0,664037.0,203584.0,38,1631998.0
4561387,2021-06-06,1750000,3,4,2,44.0,5.7,55.4559636,85.8456884,2,0,650526.0,412270.0,42,2493369.0
2841534,2021-04-08,18223100,11,22,3,74.38,18.9,55.7540471,37.620405,0,2,155599.0,498568.0,77,2168306.0
5324944,2021-07-01,6500000,21,22,-1,31.0,0.0,55.6630796,37.2992538,3,0,143006.0,490550.0,50,1507337.0
10950958,2021-12-14,4500000,1,22,1,40.0,9.6,55.584586,38.2265467,0,0,140105.0,369710.0,50,1073035.0
6863547,2021-08-15,2150000,5,5,3,58.0,-100.0,46.8526239,40.3079103,4,0,347740.0,323830.0,61,1272051.0
9762244,2021-11-09,4120000,3,4,-1,24.0,-100.0,59.846183,30.249788,0,2,198255.0,,78,
4894723,2021-06-18,1990000,7,9,2,48.0,0.0,57.0276452,53.992846,4,0,427432.0,165966.0,18,1917640.0
4188640,2021-05-24,3280000,2,5,3,51.1,7.0,55.7986514,38.4588572,4,0,144001.0,503465.0,50,1508764.0
6768397,2021-08-12,3100000,14,18,1,27.0,7.0,57.0952643,65.577901,3,2,625033.0,141146.0,72,2456671.0
5180824,2021-06-29,3250000,9,9,4,82.0,10.0,53.4228111,83.9403159,2,0,658080.0,469807.0,22,1338601.0
5451351,2021-07-04,7100000,7,16,3,77.0,22.0,57.1437022,65.593066,4,0,625023.0,210742.0,72,2717923.0
2787198,2021-04-07,1600000,14,24,1,35.1,9.2,45.0855531,39.0446268,3,2,350073.0,,23,1467740.0
4459738,2021-06-02,4680000,1,25,2,62.4,16.0,54.9781681,82.9132198,1,2,630087.0,413665.0,54,2067810.0
10108157,2021-11-19,7948900,3,8,2,54.0,12.1,56.320026,44.016426,0,2,603006.0,,52,
3121204,2021-04-18,13000000,3,16,4,112.0,16.5,56.8132442,60.5820353,4,0,620146.0,453520.0,66,2121924.0
11261662,2021-12-25,8000000,8,16,2,64.0,19.4,47.214066,39.710755,0,0,344002.0,352834.0,61,629181.0
11105431,2021-12-20,5327700,4,16,3,60.0,4.9,58.010259,56.234195,0,2,614014.0,,59,
7475361,2021-09-01,3790000,9,10,2,56.1,10.7,59.09991,37.932621,0,0,162626.0,,35,
3325259,2021-04-23,6400000,12,17,1,35.0,-100.0,55.6964332,37.9606513,3,0,140016.0,533064.0,77,1175259.0
6815823,2021-08-13,4180000,10,12,1,33.98,8.9,60.046193,30.4458901,0,2,188662.0,,47,2375538.0
2088816,2021-03-19,1800000,1,2,-1,27.2,0.0,54.7392743,83.0527579,0,0,633009.0,,54,
5219576,2021-06-30,4300000,2,5,3,69.5,5.9,55.0740533,82.9751629,4,0,630084.0,426045.0,54,782443.0
11278856,2021-12-26,4940000,19,22,2,47.0,6.5,57.968338,56.166237,0,2,614065.0,,59,
4130483,2021-05-22,3100000,7,10,2,58.0,15.5,51.6058344,45.9981263,2,0,410007.0,183808.0,64,2534136.0
1910507,2021-03-14,6156075,13,16,2,52.0,15.0,60.066589,30.435533,3,2,188678.0,140973.0,47,1270750.0
9514054,2021-11-01,800000,2,5,3,50.5,10.0,57.5846,61.759632,0,0,624640.0,,66,
5261985,2021-06-30,6950000,10,10,3,71.0,18.0,55.0032741,83.0205687,4,0,630126.0,572544.0,54,1269734.0
1597657,2021-03-02,7600947,2,4,2,43.74,21.59,59.899794,30.363218,1,2,192102.0,573521.0,78,2528400.0
11145550,2021-12-21,4510000,5,18,1,32.0,0.0,57.1537164,65.5797522,4,0,625048.0,150601.0,72,1211790.0
7505373,2021-09-02,11100000,1,14,1,38.0,8.6,55.734674,37.408409,0,0,121351.0,226586.0,77,693794.0
5027211,2021-06-23,3250000,1,5,1,40.0,20.0,57.145446,65.565131,4,0,625048.0,139544.0,72,741789.0
7174105,2021-08-24,4289000,1,5,2,46.2,0.0,55.8300403,49.0781245,0,0,420095.0,505599.0,16,1204513.0
7707565,2021-09-08,6800000,6,9,2,70.0,0.0,55.6870444,49.2130632,0,0,422616.0,408190.0,16,1543227.0
4129419,2021-05-22,3100000,3,10,1,40.4,0.0,55.9863901,92.9534806,2,0,660094.0,503662.0,24,1381649.0
10808543,2021-12-10,600000,1,1,1,26.0,6.0,44.1419582,43.4693139,0,0,357820.0,222118.0,26,1270019.0
7978594,2021-09-16,6100000,5,5,3,63.0,0.0,62.0450309,129.7445465,0,0,677009.0,313170.0,14,613006.0
7090567,2021-08-21,3300000,1,9,2,34.0,-100.0,52.2579928,104.1861619,0,0,664528.0,386416.0,38,700232.0
6948076,2021-08-17,10800000,20,21,3,82.0,15.0,56.0435271,92.8812355,4,0,660020.0,233101.0,24,1252767.0
8033726,2021-09-17,4200000,1,9,3,70.0,9.0,55.7980041,49.0490664,0,0,420030.0,407714.0,16,2093563.0
2802520,2021-04-07,2800720,2,9,2,53.86,0.0,47.1504387,39.7458771,0,2,,540519.0,61,2781614.0
7700825,2021-09-07,4400000,2,16,1,40.9,12.4,45.0651827,39.0123884,0,0,350016.0,381612.0,23,1874328.0
3100945,2021-04-17,2970000,3,10,1,36.04,17.4,57.1529744,65.5344099,0,2,625000.0,,72,900613.0
8460229,2021-09-30,6000000,15,16,1,36.39,15.33,59.8163051,30.3264036,0,0,196158.0,349079.0,78,1427199.0
9579973,2021-11-03,1500000,2,3,2,51.0,6.0,57.0241473,43.7897387,0,0,606573.0,428652.0,52,1465496.0
8017662,2021-09-17,2100000,5,5,3,47.0,5.0,56.0835921,60.7228929,0,0,456775.0,548586.0,74,972129.0
1207242,2021-02-19,800000,1,2,2,40.0,6.0,54.7230734,39.5151803,4,0,391111.0,405566.0,62,1564939.0
11244254,2021-12-24,8700000,7,9,3,101.0,17.0,43.4720853,43.5772859,0,0,360030.0,192216.0,7,1309621.0
5796244,2021-07-13,4240000,4,12,-1,22.0,-100.0,59.8385291,30.3044856,0,0,196240.0,132072.0,78,1169171.0
247647,2021-01-18,3400000,7,9,1,38.0,0.0,60.95559,76.578485,0,0,628609.0,,86,
4713691,2021-06-11,3500000,1,22,1,37.8,10.0,45.032566,39.045355,0,0,350059.0,,23,
3557335,2021-05-01,2250000,3,5,1,32.0,6.0,55.7784719,38.674205,2,0,142500.0,,50,
8838599,2021-10-11,6470300,2,5,2,44.5,0.0,59.755018,30.347857,0,2,196140.0,,78,791650.0
5888970,2021-07-15,1299999,3,5,1,18.2,0.0,55.062709,82.930663,4,0,630075.0,411819.0,54,2026703.0
1394415,2021-02-25,2750000,9,9,1,35.0,-100.0,56.2421,43.868706,4,0,603004.0,,52,
7407422,2021-08-30,2059000,6,9,1,40.0,0.0,55.14787,61.4298,2,0,454108.0,369769.0,74,1084761.0
1409157,2021-02-25,15100000,3,6,4,124.0,7.3,59.9293905,30.3086059,0,0,190031.0,407133.0,78,2060064.0
4354145,2021-05-30,2450000,1,9,1,25.2,0.0,56.9838069,60.5478019,2,0,624096.0,135368.0,66,1730890.0
8437882,2021-09-30,4750000,2,10,2,51.4,8.4,50.566272,36.537133,0,0,308008.0,,31,
2238068,2021-03-23,10100000,8,25,2,58.1,9.9,55.7530183,36.8392422,0,0,143055.0,388667.0,50,2601666.0
9622650,2021-11-04,1400000,2,5,2,46.0,-100.0,45.4310605,40.5529499,0,0,352395.0,247884.0,23,1566919.0
4619210,2021-06-08,6438952,13,14,1,34.32,9.8,55.7540471,37.620405,0,2,143320.0,,77,609593.0
10911030,2021-12-13,5085710,2,24,2,52.43,0.0,47.2567901,39.7123298,0,2,344068.0,,61,
3815287,2021-05-12,2550000,4,5,4,77.7,0.0,53.820481,91.292153,4,0,655162.0,367736.0,19,1343314.0
2711790,2021-04-05,5200000,2,10,2,59.0,0.0,56.78851,60.488075,5,2,620036.0,557964.0,66,2368653.0
3853726,2021-05-13,29699000,4,9,3,105.1,17.3,59.972411,30.32062,0,0,197022.0,395835.0,78,1483611.0
6013985,2021-07-20,5100000,3,7,1,54.0,13.7,47.222647,39.749014,0,2,344019.0,,61,
526467,2021-01-30,10800000,10,14,4,173.5,35.0,51.5283047,46.0173349,0,0,410056.0,,64,
9780839,2021-11-09,4765747,1,17,3,69.92,0.0,55.028191,82.9211489,0,2,630000.0,,54,856810.0
7430355,2021-08-31,5180000,7,9,3,62.0,8.6,55.870613,49.080406,0,0,,463327.0,16,2689559.0
2337641,2021-03-26,6000000,2,5,4,104.3,0.0,53.7151105,91.4362598,4,0,655017.0,411165.0,19,2276399.0
10977371,2021-12-15,6950000,5,9,3,88.0,18.0,54.98448,73.3047,0,0,644074.0,148454.0,55,1433488.0
1652868,2021-03-05,1930000,10,14,1,35.1,9.0,51.826627,55.175872,0,0,460008.0,272154.0,56,1819828.0
5372937,2021-07-03,4000000,8,9,3,63.0,9.0,56.748003,60.7058203,2,0,620010.0,204566.0,66,1917909.0
1858845,2021-03-12,2350000,8,10,1,34.2,0.0,56.8199127,53.1742303,2,0,426019.0,495133.0,18,1273989.0
799289,2021-02-08,3650000,1,5,2,49.0,0.0,64.54567,39.779522,2,0,164515.0,,29,
1683742,2021-03-07,3145000,15,25,-1,59.35,9.3,55.1744149,61.3374005,0,2,454136.0,132763.0,74,2566203.0
4762845,2021-06-14,2770000,3,20,-1,27.27,0.0,57.1529744,65.5344099,0,2,625000.0,,72,900613.0
8079570,2021-09-19,500000,1,2,1,30.0,-100.0,54.736296,20.508556,0,0,236029.0,,24,
1459624,2021-02-27,4300000,12,12,1,38.0,10.0,55.453296,37.5880827,0,0,142101.0,300445.0,50,2214543.0
6415971,2021-08-01,2550000,2,3,-1,31.6,0.0,54.49953,36.176533,0,0,248039.0,,40,
3645361,2021-05-06,1900000,3,8,-1,24.0,5.0,54.8586643,82.9888716,0,0,630056.0,496470.0,54,2405010.0
3271511,2021-04-22,6490000,6,9,3,111.0,24.0,57.1419686,65.5016095,4,0,625025.0,191827.0,72,1351919.0
7743876,2021-09-08,321440000,5,6,7,351.0,22.7,59.9474549,30.3667668,0,0,191123.0,376681.0,78,1460445.0
8965890,2021-10-15,5300000,10,16,1,41.49,-100.0,62.050606,129.724255,5,0,677005.0,,200,
229296,2021-01-17,3500000,8,10,2,43.6,-100.0,53.331892,83.675643,2,0,656058.0,,22,
11207359,2021-12-23,7250000,9,12,-1,26.21,0.0,59.956358,30.253902,0,0,199155.0,473265.0,78,1013065.0
6152387,2021-07-24,9800000,12,14,2,52.3,9.8,55.8895039,37.4817779,4,0,141411.0,246801.0,50,1877602.0
8212811,2021-09-23,3450000,5,5,3,56.2,0.0,50.919926,128.47438,0,0,676805.0,,28,
5186374,2021-06-29,2820000,9,10,1,39.6,10.8,55.8610441,48.5726346,0,0,422545.0,379960.0,16,902630.0
6265709,2021-07-27,3850000,5,5,3,58.0,-100.0,56.023374,92.817151,0,0,660018.0,,24,
8849524,2021-10-12,540000,1,1,-1,32.0,7.0,55.2574605,84.3948716,0,0,633452.0,,54,
4787513,2021-06-15,5100000,8,10,-1,58.0,9.0,55.019981,83.013765,2,0,630039.0,281443.0,54,2503700.0
8243703,2021-09-24,12989372,3,3,3,68.2,23.96,59.8513073,30.0216431,0,2,198515.0,300413.0,78,1369322.0
2724102,2021-04-05,1850000,1,2,1,29.1,0.0,57.1464656,65.5058853,4,0,625025.0,231625.0,72,633504.0
4597307,2021-06-07,11999999,2,9,4,64.0,6.0,55.8656856,37.6234054,2,0,127490.0,275528.0,77,2542350.0
5956564,2021-07-18,5378688,10,13,1,35.0,0.0,60.0424286,30.1856072,0,2,190000.0,577435.0,78,2825794.0
3741842,2021-05-10,21395528,5,9,2,79.7,24.1,59.939084,30.315879,0,2,,,78,
9534394,2021-11-02,3900000,12,17,2,60.0,13.0,54.9454253,82.9634322,2,2,630022.0,164984.0,54,1015315.0
1705224,2021-03-07,2250000,4,5,1,31.0,0.0,55.9182066,49.300411,2,0,422701.0,306150.0,16,2207841.0
9879786,2021-11-12,1740000,2,9,2,43.2,6.9,48.6871294,44.3216045,0,0,400038.0,276419.0,34,2396752.0
4450088,2021-06-02,4100000,2,26,1,37.0,-100.0,56.9039052,60.6063595,5,0,620135.0,410628.0,66,1704879.0
2945524,2021-04-12,10100000,5,9,2,36.7,7.7,55.7599794,37.5190593,5,0,123290.0,185201.0,77,2671702.0
9829132,2021-11-11,5870000,1,9,2,44.0,5.0,55.79148,37.936455,0,0,143912.0,224158.0,50,2348134.0
4135139,2021-05-22,1450000,5,15,1,52.0,0.0,42.9599262,47.5281146,0,0,367030.0,482786.0,5,1287247.0
6252200,2021-07-27,5511000,3,11,1,39.21,9.6,59.8104944,30.3576117,0,2,196626.0,574612.0,78,1133566.0
5822568,2021-07-14,6070740,23,25,2,36.0,5.9,55.6276926,37.930237,0,2,140073.0,257069.0,50,1317346.0
3831695,2021-05-12,3450000,6,9,3,56.0,7.0,51.685306,39.12543,0,0,394020.0,,36,
3150735,2021-04-19,1350000,2,5,1,29.0,0.0,55.437614,65.35583,4,0,640018.0,,45,
7113526,2021-08-22,12875000,4,9,2,54.4,11.1,55.9709719,37.1749253,0,0,124365.0,,77,1789138.0
3993165,2021-05-18,4850000,4,9,-1,31.0,0.0,60.042415,30.224716,0,0,197350.0,156325.0,78,1778455.0
10042496,2021-11-17,5550000,3,5,3,60.01,6.9,54.7127,20.43882,0,0,236010.0,,39,
7650552,2021-09-06,700000,5,5,1,36.0,12.0,50.3437778,106.455409,0,0,671840.0,492303.0,3,2098693.0
2368523,2021-03-27,1680000,2,9,1,25.0,4.0,55.0686542,82.9614376,4,0,630084.0,,54,
7965989,2021-09-15,16500000,6,21,1,35.0,10.0,43.5760943,39.7371803,0,0,354002.0,307385.0,23,1377695.0
2898158,2021-04-10,3050000,4,5,1,32.0,6.0,55.042767,82.958815,4,0,630112.0,,54,
10478009,2021-11-30,3160000,3,10,3,66.1,10.0,53.7189651,91.4149358,4,0,655004.0,262229.0,19,1984636.0
1069579,2021-02-16,29900000,8,17,2,49.0,5.0,55.7621484,37.5501853,0,0,123100.0,369560.0,77,1565805.0
5402380,2021-07-03,5950000,1,5,3,82.0,0.0,57.1460448,65.5345394,4,0,625000.0,563608.0,72,1445266.0
3681042,2021-05-07,1800000,1,3,4,80.0,-100.0,54.2245063,83.3702824,4,0,633520.0,521550.0,54,2294886.0
9595797,2021-11-03,3818400,3,17,2,34.4,0.0,56.043412,92.872254,4,2,660048.0,,24,
5403450,2021-07-03,4800000,2,5,2,44.0,0.0,44.592987,33.53084,0,0,299009.0,,92,
8409080,2021-09-29,3051840,14,17,1,44.88,0.0,54.9883989,82.7836892,3,2,630121.0,148589.0,54,2314842.0
1794952,2021-03-10,9250690,8,9,2,85.9,22.2,56.838607,60.605514,3,2,,,66,1104878.0
6801529,2021-08-12,1500000,1,5,-1,20.0,10.0,50.6139036,36.536541,4,0,308015.0,247685.0,31,1893565.0
7330035,2021-08-27,2680000,3,9,-1,26.0,0.0,58.003731,56.335184,0,2,614113.0,,59,
11012251,2021-12-15,16276486,9,9,3,88.0,10.4,43.6025481,39.7628131,0,2,354004.0,,23,
1318630,2021-02-23,4800000,3,10,3,66.1,-100.0,56.061102,92.930411,2,0,660118.0,498397.0,24,1923503.0
4407189,2021-05-31,2700000,2,5,3,57.0,6.0,56.12685,40.350273,2,0,600028.0,,33,
10604220,2021-12-04,5500000,7,10,1,38.0,12.5,50.6056264,36.590902,0,0,308009.0,281771.0,31,970782.0
6189625,2021-07-25,7500000,20,22,2,52.0,10.6,59.904798,30.512833,0,2,188692.0,488706.0,47,941139.0
4811987,2021-06-15,9124400,3,4,3,84.0,12.2,55.626558,37.208237,3,2,143080.0,119037.0,50,2196736.0
8171550,2021-09-22,6500000,12,16,2,75.0,16.0,50.5837862,36.5663958,0,0,308027.0,273731.0,31,2305246.0
9900959,2021-11-13,1270000,2,2,1,37.0,7.0,55.1364953,61.4332348,0,0,454010.0,568277.0,74,1965984.0
4065428,2021-05-20,4350000,4,17,-1,35.0,0.0,57.0965981,65.5896195,3,0,625046.0,380461.0,72,2429108.0
3802162,2021-05-12,6691440,17,25,-1,19.6,5.1,55.8618848,37.647829,0,2,129329.0,209791.0,77,2749554.0
5528469,2021-07-05,8500000,14,17,1,44.0,10.0,55.699129,37.3177592,3,0,143001.0,299347.0,50,1538930.0
11313725,2021-12-28,8837000,3,15,2,47.9,8.2,59.9492076,30.2308847,0,0,199397.0,235256.0,78,1291613.0
3027204,2021-04-15,2150000,7,17,1,31.0,8.0,47.1343546,39.7707058,0,0,346884.0,,61,
6499001,2021-08-04,5427000,2,19,2,60.82,0.0,55.1247765,36.5784397,0,2,249034.0,495960.0,40,763221.0
5630473,2021-07-07,4100000,1,5,2,47.0,6.0,57.0962106,65.632368,2,0,625053.0,373528.0,72,2825688.0
7554514,2021-09-03,2050000,2,5,3,60.0,6.0,56.1263325,47.1985776,0,0,428038.0,272278.0,21,2677867.0
7427715,2021-08-31,3700000,1,9,1,44.9,14.0,57.1294391,65.4899851,0,0,625018.0,505935.0,72,2177158.0
9062840,2021-10-18,9514000,7,17,1,67.0,15.0,55.664558,37.871625,0,0,140054.0,,50,
7662294,2021-09-06,3950000,5,5,2,50.3,8.6,51.8043144,107.6573617,0,0,670042.0,188775.0,3,2333041.0
10893169,2021-12-13,4420803,8,25,-1,25.71,0.0,55.8387217,37.9446295,0,2,143909.0,417295.0,50,2072097.0
8909107,2021-10-13,6300000,16,17,1,40.04,10.0,56.1847761,36.9852195,0,0,141506.0,246988.0,50,1622649.0
382533,2021-01-24,2250000,5,5,1,31.0,6.0,50.604619,36.597023,2,0,308001.0,270488.0,31,2644170.0
1681024,2021-03-07,8737050,17,24,3,78.5,22.5,55.7003989,37.9606238,0,2,140000.0,,50,2817336.0
11097052,2021-12-19,6100000,11,16,2,60.0,13.0,45.068391,39.035725,0,0,350901.0,287609.0,23,1329707.0
6821820,2021-08-13,4329725,4,16,3,64.75,12.76,56.820755,35.911266,2,2,170016.0,,69,
4324835,2021-05-29,3700000,3,5,-1,31.0,-100.0,55.0885987,38.7755241,4,0,140407.0,343998.0,50,2543228.0
914011,2021-02-11,4950000,14,14,2,45.6,0.0,54.9873554,82.9107545,4,0,630087.0,126457.0,54,1430691.0
6403611,2021-08-01,4000000,5,5,2,43.0,6.0,55.9498511,38.0545023,2,0,141195.0,284661.0,50,661187.0
7357586,2021-08-28,3400000,2,9,3,66.0,-100.0,55.466999,65.268714,0,0,640023.0,,67,
3778125,2021-05-11,1850000,1,14,1,39.0,10.0,56.8200838,35.898655,3,2,170043.0,519001.0,69,2217524.0
2755846,2021-04-06,6860000,6,12,2,107.0,0.0,57.122484,65.5920648,3,2,625035.0,409546.0,72,1652236.0
3468292,2021-04-28,3550000,9,16,2,76.0,14.6,56.847356,35.889241,3,2,170002.0,551108.0,69,2145333.0
11293439,2021-12-27,7850000,6,11,4,117.0,16.0,44.0446681,42.879336,0,0,357601.0,393618.0,26,2483245.0
3921130,2021-05-15,3300000,14,16,1,37.8,0.0,56.0338031,92.8147862,0,0,660048.0,254785.0,24,1866047.0
6894032,2021-08-16,9200000,14,18,3,100.0,0.0,56.8345925,60.5607321,3,0,620109.0,381399.0,66,1162484.0
2023482,2021-03-17,5580000,1,16,3,92.3,0.0,57.1690992,65.4893141,4,0,625001.0,257470.0,72,2531817.0
3518686,2021-04-30,2350000,6,10,2,62.1,11.6,51.4655286,46.1407352,0,0,413116.0,,64,
6487220,2021-08-03,2600000,4,5,2,47.2,7.0,51.690024,39.259172,0,0,394063.0,,36,
7063665,2021-08-20,14238620,6,33,2,67.0,19.0,55.5539,37.553981,0,2,117624.0,,77,
23467,2021-01-03,2350000,3,9,2,52.0,0.0,55.1318839,61.448352,2,0,454010.0,318200.0,74,2699018.0
6395290,2021-07-31,2800000,1,4,1,34.0,9.0,50.5315378,36.5003064,0,0,308501.0,346260.0,31,2351331.0
